"id","title","researcher_id","degree_id","date_of_publish","paper_number","others"
1875,المشكلات التي تواجه دارسي الباري في تعليم اللغة العربية,584,3,2003,1345,""
1876,المشكلات التي تواجه طلاب المرحلة الثانوية في مادة النحو ( ولاية القضارف - كلية القلابات نموذجا ),551,3,2007,1598,""
1877,المشكلات التي تواجه متعلمي اللغة العربية من طلاب جمهورية توجو,1002,3,2000,1200,""
1878,"المشكلات التي تواجه معلم اللغة العربية بمدارس النازحين الجنوبيين "" المرحلة الثانوية ولاية الخرطوم """,919,3,1993,897,""
1879,المشكلات التي تواجه معلم اللغة العربية في منطقة البجا,1507,3,2006,1557,""
1880,المشكلات الصوتية التى تواجه متعلمي اللغة العربية للناطقين بالولوفية في السنغال وعلاجها,117,3,2008,1662,""
1881,المشكلات الصوتية التي تواجه متحدث اللغة السواحلية عند تعلمه اللغة العربية : دراسة صوتية,823,3,1981,58,""
1882,"المشكلات الصوتية التي يواجهها متعلمو اللغة العربية من الناطقين بالفلبينية "" تغالوغ """,1200,3,2000,1209,""
1883,المشكلات الصوتية التي يواجهها متعلمو اللغة العربية من الناطقين باللغة الفولانية في منطقة فوتا جالوا ، غينيا,715,3,2004,1410,""
1884,المشكلات الصوتية في نطق الفصحي وتعلمها,1277,3,1988,707,""
1885,المشكلات الصوتية لدى تلاميذ مرحلة الأساس ، الحلقة الأولى بجبال النوبة محلية الدلنج,850,3,2009,1772,""
1886,المشكلات العامة في تدريس اللغة العربية في تنزانيا,1475,3,1987,632,""
1887,المشكلات العامة لتدريس اللغة العربية في المرحلة الإبتدائية بجنوب السودان,1547,3,1980,446,""
1888,مشكلات الكتابة الإملائية عند تلاميذ مرحلة الأساس ؛ الصف السابع محلية الفاشر ولاية شمال دارفور,1094,3,2007,1627,""
1889,مشكلات الكتابة الإملائية لدى تلاميذ مرحلة الأساس الصف السابع محلية الدندر ولاية سنار (نموذجا),1993,3,2011,1960,""
1890,مشكلات الكتابة عند تلاميذ محلية ود الحوري مرحلة الأساس - الصف الثامن ولاية القضارف,357,3,2000,1219,""
1891,المشكلات اللغوية التى تواجه تلاميذ الصف السابع بمرحلة التعليم الاساسي : بمدارس صليعة,1592,3,,2114,""
1892,المشكلات اللغوية للدارسين الناطقين بغير العربية في معهد الخرطوم الدولي للغة العربية,1367,3,1990,788,""
1893,المشكلات النحوية لدي تلاميذ مرحلة الأساس بمنطقة كسلا,1422,3,2000,1215,""
1894,المشكلات النطقية عند متعلم اللغة العربية الناطق بغيرها ك الطالب الصيني أنموذجا,734,3,2012,2050,""
1895,المشكلات النطقية لدى تلاميذ ( الصف الأول ) مرحلة الأساس - ولاية البحر الأحمر محلية هيا,797,3,2007,1611,""
1896,المشكلات النطقية لدى تلاميذ الحلقة الأولي بمرحلة الأساس (مدارس الإنقاذ بنات - محلية جبل أولياء) (الصف الثاني نموذجا),440,3,2008,1670,""
1897,مشكلات تدريس الصرف العربي من خلال كتاب الأمثلة التصريفية للشيخ محمد معصوم على في إندونيسيا,2144,3,2009,1818,""
1898,مشكلات تدريس اللغة العربية - الصف الثامن مرحلة الأساس بمحلية زالنجي,1479,3,2009,1792,""
1899,مشكلات تدريس اللغة العربية بالمدارس الإبتدائية الأثيوبية بقري مدينة القضارف,29,2,1993,894,""
1900,مشكلات تدريس اللغة العربية في المرحلة الثانوية ، الصف الثالث بمحلية الحمادي جنوب كردفان : دراسة وصفية تحليلية,685,3,2007,1603,""
1901,مشكلات تدريس اللغة العربية في مرحلة الأساس الصف الثامن بمحافظة تلس,27,3,2001,1239,""
1902,مشكلات تدريس اللغة العربية من وجهة نظر المعلم بالمرحلة الثانوية,441,3,2008,1669,""
1903,مشكلات تدريس المرفوعات من الأسماء في المرحلة الثانوية في السودان - ولاية القضارف - محلية الرهد نموذجا,1957,3,2011,1958,""
1904,مشكلات تدريس المنصوبات في النحو العربي لطلاب المرحلة الإعدادية العربية الحكومية بولاية كرونا - نيجيريا,2149,3,2012,2043,""
1905,مشكلات تدريس النحو العربي في المدارس الثانوية العربية الأهلية في مدينة منديرا ( الكينية ),769,3,2007,1608,""
1906,مشكلات تطبيق المنهج القومي للغة العربية على مدارس اللاجئين الأساسية بولاية القضارف,505,3,2010,1836,""
1907,مشكلات تعلم اللغة العربية لدي الطلاب الإندونيسين في السودان,1795,3,2001,1275,""
1908,مشكلات تعليم اللغة العربية بالكميرون,1709,3,2000,1222,""
1909,مشكلات تعليم اللغة العربية بجامعة الدعوة والجهاد - الأفغانية,506,3,1994,911,""
1910,مشكلات تعليم اللغة العربية في المدارس الإبتدائية الحكومية بولاية كانو - نيجيريا,1936,3,1982,164,""
1911,مشكلات تعليم اللغة العربية في المدارس الأجنبية بالسودان (مدرسة كمبوني),1915,3,1978,140,""
1912,مشكلات تعليم اللغة العربية في المدارس الأهلية في أفغانستان,1227,3,2002,1311,""
1913,مشكلات تعليم اللغة العربية في المدارس الثانوية الحكومية بجمهورية تشاد (بالتطبيق على ثانوية قاسي),568,3,2014,2170,""
1914,مشكلات تعليم اللغة العربية في المدارس الثانوية الحكومية في كمبالا - أوغندا,1269,3,1995,977,""
1915,مشكلات تعليم اللغة العربية في المدارس الثانوية الحكومية في نيجيريا,1717,2,1986,557,""
1916,مشكلات تعليم اللغة العربية في المدارس المتوسطة الحكومية في تشاد,1421,2,1993,902,""
1917,مشكلات تعليم اللغة العربية في المعاهد الإسلامية باٍندونسيا,1202,3,1984,334,""
1918,مشكلات تعليم اللغة العربية في المعاهد الدينية بكالمتنان الجنوبية - إندونيسيا,1857,2,1992,855,""
1919,مشكلات تعليم اللغة العربية في غامبيا,1005,3,1994,952,""
1920,مشكلات تعليم اللغة العربية في مدارس المرحلة الثانوية بشرق السودان في محلية بورتسودان (2009 - 2011),704,3,2013,2074,""
1921,مشكلات تعليم اللغة العربية في مدارس جنوب الخرطوم,165,3,2003,1339,""
1922,مشكلات تعليم اللغة العربية في مرحلة الاساس : محلية تلودي,2241,3,2014,2243,""
1923,مشكلات تعليم اللغة العربية لدى تلاميذ مرحلة الأساس الناطقين بغير العربية (ولاية البحر الاحمر - محلية درديب),118,3,2014,2154,""
1924,مشكلات تعليم اللغة العربية لدي النازحين الناطقين بغيرها بولاية الخرطوم,466,3,2000,1188,""
1925,مشكلات تعليم اللغة العربية للناطقين بلغة مبا,1839,3,1998,1121,""
1926,مشكلات تعليم اللغة العربيةعلي مستوي المبتدئين في أوروميا,1790,2,1991,808,""
1927,مشكلات تعليم اللغة في المدارس الثانوية الدينية الحكومية بماليزيا,2123,3,1991,810,""
1928,مشكلات تعليم وتعلم العربية في المدارس العربية الثانوية الحكومية بولاية جقاوا بنيجيريا,785,3,2003,1354,""
1929,مشكلات تعليم وتعلم اللغة العربية في مناطق التداخل اللغوي بمحلية السنوط مرحلة الأساس - محافظة لقاوة,686,3,2002,1298,""
1930,مشكلات تلاميذ مرحلة الأساس في نطق الأصوات الحلقية بمحلية شرق النيل - دنقلا - الولاية الشمالية 2012 - 2013م,1953,3,2013,2124,""
1931,مشكلات دراسة اللغة العربية لطلاب الصف الثالث الثانوي للجنوبيين النازحين بولاية الخرطوم,310,3,1992,840,""
1932,مشكلات ضعف التلاميذ في مادة النحو باليمن - مدرسة العلفي الثانوية بصنعاء نموذجا,1958,2,2011,1959,""
1933,مشكلات ضعف القراءة والكتابة عند التلاميذ الناطقين بغير العربية بالصف الثامن في تعليم وحدة كركوج ولاية سنار,329,3,2003,1361,""
1934,مشكلات ضعف مهارة الكلام لدي الطلاب الصوماليين في جامعة أفريقيا العالمية : دراسة تحليلية تقريبية,1300,3,2005,1483,""
1935,مشكلات فهم المسموع لدى طلاب معهد اللغة العربية بجامعة إفريقيا العالمية (المستوى الثالث نموذجا),448,3,2008,1671,""
1936,مشكلات فهم المقروء لدى طلاب المركز الإسلامي الإفريقي مستوي متقدمين,1243,2,1983,249,""
1937,مشكلة التباين اللغوي في مداولات الجمعية التأسيسية,1720,3,1989,753,""
1938,مشكلة التعيبر الشفهي عند التلميذ البجاوي : دراسة وصفية تحليلية,1353,3,1999,1158,""
1939,مشكلة العامية والفصحي في تعليم اللغة العربية للأجانب,1965,2,1977,143,""
1940,مشكلة تعليم المعاقين عقليا مهارة الكلام,2082,2,1999,1177,""
1941,مشكلة تنوع الثقافات وأثرها في تدريس اللغة العربية في مدارس مرحلة الأساس بولاية بحر الجبل,571,3,2007,1599,""
1942,المصادر في اللغة العربية صياغة وعملا وطريقة تدريسها للناطقين بغير العربية المستوي المتقدم,241,3,1992,832,""
1943,المصطلح العلمي : مشكلات البناء وجهود التوحيد,361,3,1999,1174,""
1944,المصطلحات الدينية في اللغة القمرية : دراسة تقابلية,1306,2,2003,1366,""
1945,المضمون والدلالة اللغوية في ديوان (لحظات باقية) للشاعر إدريس محمد جماع,986,2,2005,1477,""
1946,مطابقة الكلام بمقتضى حال السامع وتدريسه للناطقين بغير العربية,1816,3,2014,2221,""
1947,مظاهر الضعف في رسم وضبط الكلمات العربية للناطقين بغير العربية ووسائل علاجها,150,3,2006,1520,""
1948,مظاهر تأثير العربية علي اللغة الولوفية,1662,3,1996,1004,""
1949,مع الإتجاهات السلوكية في تعليم اللغة العربية لغير الناطقين بها,1887,3,1985,396,""
1950,المعارف في اللغة العربية وتدريسها للناطقين بغيرها,70,3,2005,1455,""
1951,المعاني اللغوية المستفادة من اختلاف القراءات - روايتا حفص وورش في سورة البقرة : دراسة لغوية دلالية,1826,3,2014,2223,""
1952,معاني حروف الجر مع الأفعال اللازمة وتدريسها للناطقين بغير اللغة العربية,1776,3,1997,1071,""
1953,معاهد التأهيل التربوي أثناء الخدمة لتدريب معلمي المرحلة الإبتدائية في السودان بين النظرية والتطبيق,1875,3,1989,757,""
1954,معاهد اللغة العربية للناطقين بغيرها بولاية الخرطوم : دراسة تحليلية وتقويمية,1628,3,2014,2215,""
1955,معجم المفردات الشائعة التحريري لدى تلاميذ وتلميذات الصف السادس الإبتدائي مدراس العاصمة المثلثة (منطقة أم درمان),317,3,1977,26,""
1956,معجم آحادي اللغة لمتعلمي العربية للأغراض الخاصة في مجالي السياسة والإعلام,2096,3,1997,1046,""
1957,معجم آحادي اللغة لمتعلمي اللغة العربية من غير الناطقين بها,1050,3,1983,206,""
1958,معجم آحادي اللغة لمتعلمي اللغة من غير الناطقين بها,1396,3,1990,789,""
1959,"معجم آحادي لغير الناطقين بالعربية من الحرف "" ز إلي الحرف غ """,1981,2,1990,796,""
1960,معجم أسماء الآلة في اللغة العربية حسب ورودها في معجم الوسيط اللاروسي,1446,2,1980,101,""
1961,المعجم الاقتصادي عربي - إندونيسي,187,2,,1665,""
1962,"معجم الألفاظ القرآنية "" الحيوان والنبات "" مدخل لتعليم اللغة العربية لحفاظ القرآن الناطقين بغيرها",2146,2,2007,1656,""
1963,معجم التعبيرات الإصطلاحية عربي - تايلاندي (ح – ر),1430,2,2012,2022,""
1964,المعجم الثنائي اللغة - عربي ماليزي,2185,3,1991,827,""
1965,معجم الطالب بمجمع اللغة العربية السوداني الجزء الأول - عرض ودراسة,2083,2,2010,1898,""
1966,معجم الكلمات الدينية الإسلامية في اللغة السواحلية,1864,2,1996,1022,""
1967,المعجم المساعد لمتعلمي اللغة العربية في إندونسيا - عربي - إندونيسي,124,2,1990,767,""
1968,معجم المشترك اللفظي في اللغة العربية عربي - إندونيسي,1537,3,1992,852,""
1969,معجم المصطلحات الأدبية (عربي - أندونيسي),234,3,2012,1994,""
1970,"معجم المصطلحات الإذاعية : الإذاعة المسموعة "" عربي -إنجليزي """,344,2,2000,1204,""
1971,معجم المصطلحات الإقتصادية والتجارية / عربي - كوري,991,2,1993,882,""
1972,معجم المصطلحات الاقتصادية والتجارية عربي - صيني,1636,3,2013,2118,""
1973,معجم المصطلحات الاقتصادية والسياسية (عربي - تاملي),621,2,2011,1913,""
1974,معجم المصطلحات التربوية (عربي - إندونيسي),759,3,2012,2002,""
1975,معجم المصطلحات السكولوجية (عربي، اندونيس),922,3,2013,2085,""
1976,معجم المصطلحات السياسية عربي - إندونيسي,1741,3,2000,1223,""
1977,معجم المصطلحات المعاصرة عربي صيني (أ - ج),1615,2,2011,1946,""
1978,المعجم المصور لاسماء الاطعمة والمشروبات ( عربي - اندونيس - انجليزي ),756,3,2014,2180,""
1979,المعجم المصور للأطفال في كلمات الاستعمال اليومي (عربي - اندونيس),230,2,2013,2066,""
1980,"المعجم المعاصر عربي - بوسني / بوسني - عربي "" ب - ت - ث """,2078,3,1999,1175,""
1981,المعجم المعاصر عربي - بوسني / بوسني - عربي,733,3,1998,1097,""
1982,معجم المفردات اللغوية لتلاميذ الصف الثالث بالثانوى العام,300,3,1977,24,""
1983,معجم المهن,104,3,1979,11,""
1984,المعجم الوجيز - عربي - هوسا ( حروف الشين والصاد والفاء ),1972,3,2009,1811,""
1985,المعجم الوجيز - عربي - هوسا (حرفا الحاء والخاء),1744,3,2008,1717,""
1986,المعجم الوجيز ، عربي – هوسا حروف (د، س، ع),586,3,2009,1761,""
1987,المعجم الوجيز عربي - هوسا ( الذال والراء ),1491,3,2008,1736,""
1988,المعجم الوجيز عربي - هوسا ( الطاء والظاء ),1743,3,2008,1737,""
1989,المعجم الوجيز عربي - هوسا (حرف الكاف واللام),1510,3,2008,1712,""
1990,المعجم الوجيز عربي - هوسا (حرفا النون والواو),429,3,2009,1828,""
1991,المعجم الوجيز عربي - هوسا (ض، ع، هـ),113,3,2009,1744,""
1992,المعجم الوجيز عربي - هوسا، حروف (ت، ث، ج، ز),618,3,2009,1763,""
1993,المعجم الوسيط - عربي - هوسا (حرف التاء والثاء والذال),2211,3,2010,1877,""
1994,المعجم الوسيط (عربي - هوسا) ترجمة معاني مادة حروف (الراء واللام والكاف والضاد),92,3,2011,1903,""
1995,المعجم الوسيط (عربي - هوسا) ترجمة معاني مادة حروف، الصاد، الطاء، الميم، الهاء، الواو، والياء,1390,3,2011,1935,""
1996,"المعجم الوسيط عربي - هوسا "" حرف الحاء """,1822,3,2010,1869,""
1997,"المعجم الوسيط عربي - هوسا "" حرف الياء """,1889,3,2010,1871,""
1998,معجم بجاوي عربي,1701,3,1978,117,""
1999,معجم تعليمي ثنائي للمفردات الأاساسية في اللغة العربية ( عربي - إندونيسي ) (خ - ذ ),1861,3,2007,1648,""
2000,معجم تعليمي ثنائي للمفردات الاساسة في اللغة العربية أ - ت (عربي ملايوي ),512,3,2014,2168,""
2001,معجم تعليمي ثنائي للمفردات الأساسية في اللغة - عربي - إندونيسي ( ش ص ض ),1590,3,2008,1715,""
2002,معجم تعليمي ثنائي للمفردات الأساسية في اللغة العربية ( عربي - إندونيسي ) ( ث ج ),1726,3,2007,1643,""
2003,معجم تعليمي ثنائي للمفردات الأساسية في اللغة العربية (عربي - إندونيسي) (أ - ت),1917,3,2006,1563,""
2004,معجم تعليمي ثنائي للمفردات الأساسية في اللغة العربية (عربي - إندونيسي) (ط - ع),192,3,2008,1666,""
2005,معجم تعليمي ثنائي للمفردات الأساسية في اللغة العربية (عربي - إندونيسي) (ك - م),476,3,2008,1674,""
2006,معجم تعليمي ثنائي للمفردات الأساسية في اللغة العربية (عربي - إندونيسي) ن - ي,2250,3,2008,1735,""
2007,معجم تعليمي ثنائي للمفردات الأساسية في اللغة العربية (عربي إندونيسي) (غ - ق),469,3,2008,1673,""
2008,معجم تعليمي ثنائي للمفردات الأساسية في اللغة العربية عربي - إندونيسي (ر – س),2124,1,2008,1728,""
2009,معجم ثائي اللغة عربي - آرمن (أ - ث),1918,3,2012,2033,""
2010,معجم ثلاثي للمصطلحات التربوية التعليمية (عربي، تاملي، انجليزي),1204,3,2012,2016,""
2011,معجم ثنائ اللغة ( عربي - جاوي ) ( ق - م ),1846,3,2007,1647,""
2012,"معجم ثنائي ""عربي - ولفي "" (ع - ل)",2148,3,2005,1512,""
2013,"معجم ثنائي ( عربي - تغالوغ ) "" ك، ل، م """,1238,3,2009,1785,""
2014,معجم ثنائي ( عربي - تغالوغ ),261,3,2007,1589,""
2015,"معجم ثنائي (عربي - تغالوغ ) "" ظ، ع، غ، ف، ق """,1162,3,2009,1783,""
2016,"معجم ثنائي (عربي - تغالوغ) ""د-ذ-ر-ز-س)",1612,3,2005,1495,""
2017,معجم ثنائي (عربي - سفوي (أ - ر),1940,3,2005,1504,""
2018,معجم ثنائي : عربي - تاجيكي (من حرف ص إلى ي ),1571,3,2010,1893,""
2019,"معجم ثنائي : عربي - تاملي "" أ - ث """,1834,3,2003,1379,""
2020,معجم ثنائي : عربي – طاجيكى الحروف (د، ذ، رن ز، س، ش) المفردات الشائعة لتعليم اللغة العربية للناطقين بغيرها,1059,3,2009,1887,""
2021,معجم ثنائي : عربي تاملي ( ج - ز ) المفردات الشائعة لتعليم اللغة العربية للناطقين بغيرها,1769,3,2007,1644,""
2022,معجم ثنائي اللغة - عربي - بالمبانجي (ع - ك),2004,3,2013,2135,""
2023,معجم ثنائي اللغة - عربي - ماليزي - حرف ت - ج,1854,3,1991,825,""
2024,معجم ثنائي اللغة ( عربي - لوميوكي) (أ - ج ),757,3,2007,1607,""
2025,معجم ثنائي اللغة (عربي - ألسي) (أ - ج),1921,3,2011,1925,""
2026,معجم ثنائي اللغة (عربي - بلاروسي) (أ - ج),2049,3,2006,1569,""
2027,معجم ثنائي اللغة (عربي - جاوي) (ح - ر),840,3,2006,1537,""
2028,معجم ثنائي اللغة : عربي - أتشي - الحروف : ص ، ض ، ط ، ظ,873,3,2008,1692,""
2029,معجم ثنائي اللغة : عربي - آتشي (ح - ذ),782,3,2008,1688,""
2030,معجم ثنائي اللغة : عربي - بالمبانجي,763,3,2010,1840,""
2031,معجم ثنائي اللغة : عربي - تايلاندي ( ق - م),1288,3,2004,1422,""
2032,معجم ثنائي اللغة : عربي - جاوي (ط - ق),605,3,2006,1532,""
2033,معجم ثنائي اللغة : عربي - سنداوي ( أ - ج ),1310,3,2004,1424,""
2034,معجم ثنائي اللغة : عربي - سنداوي,2243,3,2010,1879,""
2035,معجم ثنائي اللغة : عربي - مادوري (أ - خ),391,3,2012,1990,""
2036,معجم ثنائي اللغة : عربي جاوا (ز - ض),2129,3,2006,1571,""
2037,معجم ثنائي اللغة ، عربي - بالمبانجي (ح - ر),114,3,2009,1745,""
2038,معجم ثنائي اللغة ، عربي - بتاوي (أ - ج),801,3,2009,1770,""
2039,معجم ثنائي اللغة برتا - عربي,1062,3,1996,1010,""
2040,"معجم ثنائي اللغة دنقلاوي - عربي من الحرف "" س - و """,1823,3,2002,1323,""
2041,"معجم ثنائي اللغة دنقلاوي - عربي من حرف "" أ "" إلى حرف "" د """,1132,3,2001,1258,""
2042,معجم ثنائي اللغة دينكاوي - عربي (أ، ب، ت، ف، م، ن),395,3,2005,1463,""
2043,معجم ثنائي اللغة عربي - آتشي (ع، غ، ف),129,3,2009,1749,""
2044,معجم ثنائي اللغة عربي - آتشي (ق - م),481,3,2009,1753,""
2045,معجم ثنائي اللغة عربي - أدري - لمتعلمي اللغة العربية في باكستان,614,3,1990,1445,""
2046,معجم ثنائي اللغة عربي - أردو لمتعلمي اللغة العربية في شبه القارة الهندية,1855,3,1994,941,""
2047,معجم ثنائي اللغة عربي - أردو,318,3,1994,922,""
2048,معجم ثنائي اللغة عربي - أردو,1276,3,1994,927,""
2049,"معجم ثنائي اللغة عربي - تايلاندي "" س - ط """,5,3,2003,1390,""
2050,معجم ثنائي اللغة عربي - تايلاندي (ن - هـ),787,3,2006,1535,""
2051,معجم ثنائي اللغة عربي - جاوا (أ - ج),1217,3,2005,1480,""
2052,معجم ثنائي اللغة عربي - سنداوي (ح - ر ),444,3,2007,1594,""
2053,معجم ثنائي اللغة عربي - سواحيلي للمصطلحات التربوية التعليمية,1025,3,2001,1256,""
2054,معجم ثنائي اللغة عربي - صيني (ح - ذ),544,3,2012,1998,""
2055,معجم ثنائي اللغة عربي - صيني,1665,3,2014,2218,""
2056,معجم ثنائي اللغة عربي - فالمبانجي (ز - س - ش ),2056,3,2009,1816,""
2057,معجم ثنائي اللغة عربي - ماندكو,1579,3,1996,1025,""
2058,"معجم ثنائي اللغة عربي - ملاوي "" ش - س - ص """,1734,3,1999,1166,""
2059,"معجم ثنائي اللغة عربي - ملايوي "" ب - ن - هـ - و - ى """,256,3,2001,1245,""
2060,"معجم ثنائي اللغة عربي - ملايوي "" ص - ط - ظ - ع - غ """,1897,3,2000,1228,""
2061,"معجم ثنائي اللغة عربي - ملايوي "" ف - ق - ك - ل - م """,1616,3,2000,1234,""
2062,"معجم ثنائي اللغة عربي - مندري "" سولاريسي الجنوبية "" ( أ - ج )",497,3,2003,1344,""
2063,معجم ثنائي اللغة عربي - موري (آ) في بوركينافاسو,530,3,2008,1678,""
2064,معجم ثنائي اللغة عربي - هوسا معاني مادة حرف الجيم من المعجم الوسيط,201,3,2010,1833,""
2065,معجم ثنائي اللغة للمصطلحات الإدارية (عربي - إندونيسي),503,3,2012,1996,""
2066,معجم ثنائي اللغة للمصطلحات السلوكية عربي - إندونيسي,783,3,2012,2003,""
2067,معجم ثنائي اللغة للمصطلحات الصحافية ( عربي - إندونيسي ),1779,3,2010,1868,""
2068,معجم ثنائي اللغة عربي - أتشي (ر – ش),2034,3,2008,1726,""
2069,معجم ثنائي اللغة عربي - جاوي (ن – ي),1896,3,2008,1722,""
2070,معجم ثنائي اللغة عربي - فالميانجي (أ – ج),2151,3,2008,1729,""
2071,معجم ثنائي اللغة، عربي - آتشي (ن - ي),825,3,2009,1771,""
2072,معجم ثنائي اللغةالعربية زغاوة حروف - أ - ب - هـ - ك,1988,3,2017,2433,""
2073,معجم ثنائي عربي - طاجيكي، (أ، ب، ت، ث، ج، ح، خ),923,3,2009,1775,""
2074,معجم ثنائي عربي - قمري مساعد لتعليم اللغة العربية في جزر القمر,1777,3,1994,939,""
2075,معجم ثنائي عربي - ماليزي في المصطلحات التربوية والتعليمية,1079,3,1999,1152,""
2076,معجم ثنائي عربي - نديلي,758,3,2003,1352,""
2077,"معجم ثنائي عربي - ولفي حرف "" ز - ط """,1036,3,2002,1308,""
2078,معجم ثنائي عريي - تاملي,1210,3,2009,1855,""
2079,معجم ثنائي عربي – تاملي الحروف (س ، ش ، ص ، ض ، ط ، ظ ، ع ، غ ، ف),1833,3,2008,1720,""
2080,معجم رباعي اللغة مصور وناطق (عربي - أورومي - أمهري - انجليزي),1214,3,2012,2019,""
2081,معجم سياقي للألفاظ السياسية في ضوء نشرات الأخبار مع دراسة دلالية تحليلية,1591,3,1978,111,""
2082,معجم صومالي - عربي,677,3,1987,576,""
2083,معجم صومالي - عربي,670,3,1990,775,""
2084,معجم صومالي عربي,661,3,1993,876,""
2085,"معجم عربي - أتشي "" أ - ج """,1481,3,2002,1316,""
2086,معجم عربي - تايلاندي - مساعد لمتعلمي اللغة العربية في تايلاند,16,3,1997,1078,""
2087,"معجم عربي - تايلاندي مساعد لمتعلمي اللغة العربية في تالايند "" و - ذ """,1468,3,2000,1212,""
2088,معجم عربي - تايلاندي، في التغييرات الإصطلاحية (أ، ب، ت، ث، ج),900,3,2009,1774,""
2089,"معجم عربي - تغالوغ "" أ - ب """,2240,3,2001,1282,""
2090,معجم عربي - تغالوغ ( ت - خ ),1406,3,2004,1427,""
2091,معجم عربي - تكرينيا,804,3,2000,1192,""
2092,معجم عربي - جاوي للتعبيرات الإصطلاحية ( أ - ر),1786,1,2009,1806,""
2093,"معجم عربي - رحانغي "" أ - ث """,574,3,2002,1296,""
2094,معجم عربي - سواحلي ف - م,744,3,1992,837,""
2095,"معجم عربي - فلاني حرف "" أ """,1485,3,1999,1162,""
2096,"معجم عربي - فلاني حرف "" ب ت ث ج ح خ """,729,3,2001,1251,""
2097,معجم عربي - قمري - مساعد لتعليم اللغة العربية في جزر القمر,1097,3,1990,782,""
2098,"معجم عربي - ملايوي للتجهيزات الإصطلاحية "" أ - ج """,832,3,2002,1304,""
2099,معجم عربي - هوسا,1938,3,1997,1066,""
2100,"معجم عربي - ولفي "" ب - ح "" ",18,3,1999,1128,""
2101,"معجم عربي - ولفي "" ح - ر """,1863,3,2000,1226,""
2102,"معجم عربي - ولفي حرف "" أ """,325,3,1998,1102,""
2103,معجم عربي - ولفي حرف (م - ي),1215,3,2006,1549,""
2104,معجم عربي تكرتيا ( زرزس ش ص ض ),955,3,2007,1618,""
2105,"معجم عربي سواحلي "" ن - ى """,1096,3,1992,845,""
2106,معجم عربي سواحيلي - أ و ب,675,3,1989,735,""
2107,معجم عربي قمري - مساعد لتعليم اللغة العربية في جزر القمر,1208,3,1992,849,""
2108,"معجم عربي محسي لمفردات الأساس في القراءة للصف الأول بمرحلة الأساس "" 1 - 2 """,762,3,2001,1254,""
2109,معجم لغير الناطقين باللغة العربية,2248,3,1979,155,""
2110,معجم مصطلحات علوم القرآن الكريم,421,3,1993,874,""
2111,معجم مفردات التربية الإسلامية للصف الثالث الثانوى العام,818,3,1977,57,""
2112,المعربات من الاسماء وطرائق تدريسها للناطقين بغيرها من خلال القرآن الكريم,2000,3,2014,2232,""
2113,المعرفة اللغوية لدي طفل ما قبل المدرسة,457,3,1999,1136,""
2114,المعلم : إعداده وتدريبه,830,3,1985,430,""
2115,معوقات تطبيق منهج اللغة بولاية جنوب كردفان محلية كادقلي,1532,3,2009,1799,""
2116,معوقات تعليم اللغة العربية في المدارس العربية والثانوية الحكومية في جنوب نيجيريا,240,3,1997,1075,""
2117,معوقات تعليم اللغة العربية للناطقين بغيرها في المدارس الثانوية بمدينة زنجبار,2066,3,2017,2438,""
2118,معوقات وعوامل إنتشار اللغة العربية في جنوب السودان,2247,3,1995,990,""
2119,مفردات الجزء الثلاثين من القرآن الكريم : دراسة معجمية دلالية,282,3,1993,872,""
2120,مفردات السياسة في الصحافة الأردنية,1698,3,1977,116,""
2121,المفردات الشائعة في الصحافة المصرية,1828,3,1983,218,""
2122,"المفردات الشائعة في المقال السياسي "" الصحافة العراقية "" خلال السنة الأولي من الحرب العراقية الإيرانية",541,3,1983,194,""
2123,المفردات الشائعة في نشرات الأخبار بالإذاعة,2101,3,1985,401,""
2124,المفردات العربية الأساسية للمبتدئين الناطقين بلغات أخري,401,3,1995,958,""
2125,المفردات العربية الشائعة في السواحلية,525,3,1985,419,""
2126,"المفردات العربية الشائعة في اللغة النوبية "" النيلية """,1120,3,1988,670,""
2127,المفردات العربية الشائعة في اللغة النوبية وأثرها في تعلم اللغة العربية في منطقة كرمة البلد,963,3,1993,881,""
2128,المفردات العربية المستخدمة في اللغة البنجابية,750,3,1983,201,""
2129,المفردات العربية في لغة صنقاي,1724,3,1987,641,""
2130,مفردات اللغة العربية المستخدمة في كتب اللغة الأردية من الصف الأول إلى الصف الخامس في مدارس الباكستان والإستفادة منها في كتاب اللغة العربية للصف السادس الكتاب الأول اللغة العربية,404,3,1984,319,""
2131,المفردات المستخدمة في لغة العسكر بالسودان ودلالتها اللغوية والإجتماعية,331,3,2010,1886,""
2132,المفعول به في اللغة العربية وتعليمه للناطقين بغيرها,1880,3,1988,723,""
2133,مفهوم الجملة عند النحويين القدامي وعلماء اللسانيات,1378,3,1998,1110,""
2134,مقابلة بين علم اللغة الحديث وعلم اللغة عند العرب : دراسة وصفية علي المستوي الصوتي,2020,3,1997,144,""
2135,مقارنة بين الأمثال في لهجة الشايقية واللغة العربية الفصحى : دراسة لغوية اجتماعية,507,3,2012,1997,""
2136,مقارنة بين العامية السودانية والعربية الفصحى في وسط السودان (ولاية النيل الأبيض مثال),316,3,2011,1922,""
2137,مقارنة بين اللغة الألبانية والعربية على مستوى القواعد النحوية,1551,3,2013,2128,""
2138,مقارنة بين اللغة الكورية والعربي علي مستوي تركيب الجملة الأساسية,424,3,1985,415,""
