"id","first_name","second_name","third_name","fourth_name","alternative_name","title"
1869,محمد,محمد,نور,محمد,"",
1870,محمد,محمد,يوسف,طاهر,"",
1871,محمد,محمود,راجي,"","",
1872,محمد,مصطفي,محمد,عباس,"",
1873,محمد,معلم,عبد الرحمن,نظيف,"",
1874,محمد,مفتاح,سليمان,"","",
1875,محمد,مهدي,محمد,شمة,"",
1876,محمد,مودي,شوني,"","",
1877,محمد,موسي,إبراهيم,"","",
1878,محمد,موسي,إسماعيل,"","",
1879,محمد,موسي,همد,محمد,"",
1880,محمد,نجيب,حسن,عثمان,"",
1881,محمد,نصر الإسلام,بن محمد,داروس,"",
1882,محمد,نظر,الإسلام,"","",
1883,محمد,نظيف,محمد,شريف,"",
1884,محمد,نفيس,جويني,"","",
1885,محمد,نواز,شودري,"","",
1886,محمد,نور,إدريس,"","",
1887,محمد,نور,عمر,"","",
1888,محمد,نور,محمد عبد الله,الخطيب,"",
1889,محمد,نور,يحيى,"","",
1890,محمد,هارون,"","","",
1891,محمد,هاشم,الجدعان,"","",
1892,محمد,ياسين بن إسماعيل,الآرائين,الباكستاني,"",
1893,محمد,ياسين,عصمت,علي,"",
1894,محمد,يحيي,فايد,الدريب,"",
1895,محمد,يعقوب,طبر,"","",
1896,محمد,يوسف,أحمد,هاشم,"",
1897,محمد,يوسف,عباس,"","",
1898,محمدو,بابا,"","","",
1899,محمود,إبراهيم,حمادة,"","",
1900,محمود,إبراهيم,عثمان,إبراهيم,"",
1901,محمود,أحمد,حامد,محمد,"",
1902,محمود,الشيخ,علي,معلم,"",
1903,محمود,بوناتيت,"","","",
1904,محمود,حبيب,طلال,"","",
1905,محمود,حزوت,مسمر,"","",
1906,محمود,سالم,عمر,"","",
1907,محمود,شريف,عبد النور,المقبولي,"",
1908,محمود,شيخ,أحمد,حسن,"",
1909,محمود,عالم,عمر,"","",
1910,محمود,عمر,إسماعيل,"","",
1911,محمود,عمر,عيدي,"","",
1912,محمود,عوض,عويضة,بني ذياب,"",
1913,محمود,محمد,إدريس,عكير,"",
1914,محمود,محمد,آدم,"","",
1915,محمود,محمد,بشير,"","",
1916,محمود,محمد,علي,"","",
1917,محمودة,أمين,محمود,"","",
1918,محي الدين,خضير,عبد الفتاح,"","",
1919,محي الدين,عبد الرزاق,"","","",
1920,محي الدين,يونس,مطر,"","",
1921,محيف الأنوار,بن كسدين,"","","",
1922,مختار,امين,زيتاوا,"","",
1923,مختار,شيخ,محمود,توريري,"",
1924,مختار,شيخ,محمود,عثمان,"",
1925,مختار,كبيي,"","","",
1926,مختار,محمد,عبد الرافع,الصباحي,"",
1927,مختار,ميغدا,كثكو,"","",
1928,مخلص,فوزي,"","","",
1929,مخلوفي,محمد,بوزيد,"","",
1930,مديحة,نديم,علي,قاسم,"",
1931,مدينة,المرضي,أبو علامة,"","",
1932,مدينة,هارون,آدم,"","",
1933,مرتضى,حسن,عبده,"","",
1934,مرتضى,عثمان,أبو القاسم,"","",
1935,مرتضى,على,مصطفى,"","",
1936,مرتضي,محمد,عمر,"","",
1937,مرتضي,محمود,راغب,إبراهيم,"",
1938,مرضية,عباس,ماشي,"","",
1939,مروان,أحمد,توفيق,"","",
1940,مروان,توري,أغتيس,"","",
1941,مريم,أبوبكر,أبا,"","",
1942,مريم,أحمد,أبكر,الصافي,"",
1943,مريم,إدريس,سعيد,"","",
1944,مريم,آدم,على,عز الدين,"",
1945,مريم,أكرم,مولان,"","",
1946,مريم,بابكر,محمد,بابكر,"",
1947,مريم,بي,بنت أبو بكر,"","",
1948,مريم,حسن,سعيد,"","",
1949,مريم,عامر,أنو,"","",
1950,مريم,محجوب,بابكر,"","",
1951,مريم,موسي,عبد المطلب,"","",
1952,مزاهر,عبد الله,أحمد,المساعد,"",
1953,مزاهر,عوض,عبدون,"","",
1954,مستورة,عبد الله,حسين,"","",
1955,مسرون,بن ساردين,بن عباس,الأندونيسي,"",
1956,مشاعر,النور,خليفة,"","",
1957,مشرقة,عبد الرحمن,الفكي,أحمد,"",
1958,مصطفى,عبد الرقيب,المنيفي,"","",
1959,مصطفى,على,البشير,على,"",
1960,مصطفى,كمال,نووي,"","",
1961,مصطفى,كوني,"","","",
1962,مصطفى,ويال,"","","",
1963,مصطفي,أبو زيد,نقد,النور,"",
1964,مصطفي,أحمد,مصطفي,"","",
1965,مصطفي,النحاس,عبد الواحد,"","",
1966,مصطفي,الهادي,أحمد,"","",
1967,مصطفي,محمد,أحمد,الصاوي,"",
1968,مصطفي,محمد,أحمد,محمود,"",
1969,مصطفي,نزيرسل,"","","",
1970,مضوي,أحمد,محمد,حمزة,"",
1971,معاذ,الفاضل,محمد,الفكي الطيب,"",
1972,معاذ,يوسف,عبد الحميد,"","",
1973,معاويا,بابو,يارو,"","",
1974,معاوية,إبراهيم,الناير,"","",
1975,معاوية,يوسف,احمد,المهدي,"",
1976,معتز,عبد الله,الضو,علي,"",
1977,معتصم,السيد,فضل,بليلة,"",
1978,معتصم,عبد العزيز,سعيد,"","",
1979,معتصم,محمد,حمد,"","",
1980,معتصم,محمد,خير,محمد أحمد,"",
1981,معتصم,يوسف,مصطفي,"","",
1982,معز,موسى,احمد,على,"",
1983,معمر,أحمد,علي,عوض السيد,"",
1984,مغاجي,إمام,حسن,"","",
1985,مفتاح,المهدي,"","","",
1986,مقام,حمد,ابراهيم,"","",
1987,مكة,سعيد,دفع الله,"","",
1988,مكة,محمد,على,عبد الرحمن,"",
1989,مكي,الرشيد,المكي,"","",
1990,مكيان,عبد الله,العامري,"","",
1991,ملك,محمد,أبو زرار,"","",
1992,من,أخير,حاج سنادى,محمد,"",
1993,منارة,إبراهيم,محمد,"","",
1994,منال,آدم,يحي,هارون,"",
1995,منال,الأمين,عبد الله,أحمد النعيم,"",
1996,منال,خضر,محمد,عثمان,"",
1997,منال,علي,خلف الله,"","",
1998,مناهل,بشير,محمد على,لازم,"",
1999,مناهل,حمد النيل,عبد الله,محمد,"",
2000,منجدة,محمد,الامام,بخيت,"",
2001,منصور,أحمد,درهم,المغلي,"",
2002,منصور,عبد الرحمن,أحمد,مضوي,"",
2003,منصور,عيسى,محمد,أبكر,"",
2004,منندار,سركيني,"","","",
2005,منوير,دينق,منتوج,دينق,"",
2006,منى,أحمد,المبارك,"","",
2007,منى,جلال,عبد الدائم,بشر,"",
2008,منى,صالح,حبيب,عبد الركيم,"",
2009,منى,عبد المطلب,السيد,على,"",
2010,منى,فضل الله,فرج الله,عجبان,"",
2011,منى,محمد,عبد الرحيم,عثمان,"",
2012,منى,محمد,عبد الله,اسحاق,"",
2013,مني,بخيت,الطاهر,"","",
2014,مني,خضر,عثمان,"","",
2015,مني,علي,عثمان,محمد صالح,"",
2016,مني,كنتيباي,أبو قرجة,"","",
2017,مني,محمد,صالح,أحمد,"",
2018,مني,يوسف,محمد,وقيع الله,"",
2019,منيب,إبراهيم,سيد,فقير,"",
2020,منير,حامد,أمين,"","",
2021,منير,خالد,"","","",
2022,منير,عبد الواحد,اسماعيل,محمد,"",
2023,منيرة,عبد القادر,مصطفي,محمود,"",
2024,منيرة,هارون,أحمد,إدريس,"",
2025,مها,الخير,محمد نو,المقالبلي,"",
2026,مهاني,الياس,محمد,عبد الله,"",
2027,مهدي,بن مسعود,"","","",
2028,مهدي,عيسى,أحمد,موسى,"",
2029,مهدي,وحيني,سلام,"","",
2030,مواهب,حامد,الضو,حامد,"",
2031,مواهب,مبارك,عبد الله,"","",
2032,موتيا,رحمة,"","","",
2033,موحسن,موسى,الصيني,"","",
2034,مورحبان,عبد المغنى,عبد الوهاب,"","",
2035,موريس,لي,هاينز,"","",
2036,موسى,الحاج,أبا,"","",
2037,موسى,روبلة,أحمد,"","",
2038,موسى,هارون,زكريا,"","",
2039,موسي,الأمين,الطريفي,"","",
2040,موسي,حامد,موسي,خليفة,"",
2041,موسي,حسين,المطير,القريشي,"",
2042,موسي,عثمان,النيجيري,"","",
2043,موسي,علي,عيسي,"","",
2044,موسي,محمد,كوني,"","",
2045,موسي,مقوك,مايوم,كون,"",
2046,موطوفى,صعب,"","","",
2047,موفق,خلف الله,وداعة الله,محمد,"",
2048,مولدتي,عبد الله,"","","",
2049,ميخائيل,كنار,سكي,"","",
2050,ميراي,لولاني,"","","",
2051,ميرعني,ديشاب,"","","",
2052,ميزاني,بن محمد,نور الدين,"","",
2053,ميسرة,دار,سيناه,"","",
2054,ميسرة,عبد الله,على,الخالدي,"",
2055,ميمونة,أحمد,محمد,عواض,"",
2056,ميمونة,عبد الغني,"","","",
2057,ميمونة,هاسومي,"","","",
2058,مين,يويو,"","","",
2059,مينا,ستريا,نور,الفلاح,"",
2060,نادية,إبراهيم,محمد,"","",
2061,نادية,عبد الله,محمد,إبراهيم,"",
2062,نادية,علي,البشر,محمد,"",
2063,ناصر,إبراهيم,آدم,الضىء,"",
2064,ناصر الدين,مغمري,"","","",
2065,ناصر,بنيامين,"","","",
2066,ناصر,سليمان,جيتشا,"","",
2067,ناصر,عباس,إبراهيم,"","",
2068,ناصر,عثمان,كبيا,"","",
2069,ناصرة,محمد صالح,يوسف,أبكر,"",
2070,ناصيف,ملك,عمر,أبو زار,"",
2071,ناظر,محمد,"","","",
2072,ناهد,راضي,أبو الخير,"","",
2073,ناهد,عبد الله,ميرعني,"","",
2074,نبوية,عمر,بشير,احمد الحاج,"",
2075,نبيه,إبراهيم,إسماعيل,"","",
2076,نجاة,إبراهيم,محمد,لازم,"",
2077,نجاة,أحمد,محمد,عبد الرحمن,"",
2078,نجاة,رجيوفتش,"","","",
2079,نجاة,عيسى,الشفيع,"","",
2080,نجاة,محمود,أحمد,الأمين,"",
2081,نجدة,فضل,المولى,"","",
2082,نجلاء,عبد المحمود,أحمد,الجيلاني,"",
2083,نجوى,إبراهيم,أحمد,ضرار,"",
2084,نجوى,حميدة,عبد الرحمن,يس,"",
2085,نجوى,عبد الشكور,"","","",
2086,نجيبة,أحمد,وجيه,الجنيد,"",
2087,ندى,إسماعيل,زمزم,"","",
2088,ندى,شاذلي,الخضر,"","",
2089,نسيبة,طلحة,عثمان,الشيخ,"",
2090,نسيبة,محمد,الأمين,دياب,"",
2091,نصر الدين,أحمد,صديق,أبوسوار,"",
2092,نصر الدين,إدريس,جوهر,"","",
2093,نصر الدين,محمد,سنبل,"","",
2094,نصرة,إبراهيم,ايرين,"","",
2095,نظمي,كورتي,"","","",
2096,نعمات,أحمد,قرني,"","",
2097,نعمات,بريمة,محمود,"","",
2098,نعمات,حمودة,الحاج,"","",
2099,نعمات,صالح,عيسي,"","",
2100,نعمات,عبد الماجد,محمد,"","",
2101,نعمات,محمد,عوض,"","",
2102,نعمات,مصطفي,محمد,"","",
2103,نعمان,عثمان,عمر,الكردي,"",
2104,نعيمة,إبراهيم,سليمان,"","",
2105,نعيمة,أحمد,محيميد,"","",
2106,نفيسة,الطيب,عثمان,"","",
2107,نفيسة,جلد,قون,"","",
2108,نفيسة,عبد الرحمن,حماد,"","",
2109,نفيسة,علي,آدم,"","",
2110,نقيب الله,عبد الجبار,"","","",
2111,ننغ,ننغ,"","","",
2112,نهلة,الأمين,عبد الله,القلع,"",
2113,نهلة,حسن,سليمان,مصطفى,"",
2114,نهلة,حسن,محمد,حامد,"",
2115,نوار,عبد العظيم,الحسن,الأمين,"",
2116,نوال,الطيب,بن عوف,"","",
2117,نوال,طه,يعقوب,"","",
2118,نوال,عبد الغني,محمد,"","",
2119,نوال,فضل الله,أحمد,"","",
2120,نور,آدم,عثمان,"","",
2121,نور الدائم,حسين,محمد,"","",
2122,نور الدائم,علي,رحمة,"","",
2123,نور الدين,أحمد,"","","",
2124,نور الدين,أمين الدين,"","","",
2125,نور الدين,بنجامين,كيلسون,"","",
2126,نور الدين,عبد الله,أحمد,منكوشي,"",
2127,نور العابدين,بن كارنو,"","","",
2128,نور الهدى,إبراهيم,حمدين,"","",
2129,نور,حسن,عبد الهادي,"","",
2130,نور,رحماتينا,"","","",
2131,نور,علي,سلام,"","",
2132,نور,قل,كاراهان,"","",
2133,نور,محمد عزيز,محمد غلام,محمد,"",
2134,نور,ميطنة,عسكر,"","",
2135,نور,هداية,بنت,رومازي,"",
2136,نورة,سيد,أحمد,محجوب,"",
2137,نوري,علي,"","","",
2138,نوري,يوسف,"","","",
2139,نورية,بن موهوب,"","","",
2140,نوشيروان,محمد,أحمد,"","",
2141,نوف,عثمان,أحمد,الشيخ,"",
2142,نيرات,سعيد,أبو بكر,"","",
2143,نيروبا,نعيمة,محمد,"","",
2144,نيل,الهدى,نور,خالص,"",
2145,هاجر,إدريس,أبكر,سليمان,"",
2146,هاجر,خامس,هارون,"",أمة الله,
2147,هاجرة,أحمد,بشير,سعد,"",
2148,هادي,جوف,"","","",
2149,هارون,بن محمد,"","","",
2150,هارون,ساماسا,"","","",
2151,هارينشاه,بن أحمد,"","","",
2152,هاشم,الإمام,محي الدين,"","",
2153,هاشم,الخير,محمد,الحاج,"",
2154,هاشم,برنجي,"","","",
2155,هاشم,ثاني,يونس,"","",
2156,هاشم,حسين,عسر,"","",
2157,هاشم,عبد القادر,البخيت,"","",
2158,هاشم,عثمان,عبد الرحيم,"","",
2159,هاشم,عثمان,عيدروس,"","",
2160,هاشم,عمر,سليمان,"","",
2161,هاشم,محمد,"","","",
2162,هالة,عامر,محمد,عامر,"",
2163,هالة,عبد الرحيم,"","","",
2164,هالة,محمد,أحمد,أبو عاقلة,"",
2165,هايل,محمد,الفقراء,"","",
2166,هبة,حسن,يوسف,أحمد,"",
2167,هبة,عبد الباسط,محمد,"","",
2168,هبة,عثمان,مصطفى,مختار,"",
2169,هدايات,عبد الله,"","","",
2170,هدى,عيسى,سعيد,العمودي,"",
2171,هدي,بشير,محمود,"","",
2172,هديل,صلاح,عبد الجبار,"","",
2173,هردي,ذوالقرنين,فضيلة,"","",
2174,هشام,عثمان,عبد الرحمن,"","",
2175,هلال,محمد,عمر,"","",
2176,هناء,أحمد,علي,"","",
2177,هند,الطيب,عجيب,"","",
2178,هند,جاد,محمد,عبد الله,"",
2179,هندي,هداية,"","","",
2180,هون,سيتاو,"","","",
2181,هيلي,كينونين,"","","",
2182,هيونغ,ديول,بارك,"","",
2183,وامونقيني,ترينيتي,جوسلين,"","",
2184,وان,عبد الرحمن,يحيي,"","",
2185,وان,مت,سليمان,"","",
2186,وان,محمد,آدم وان,نور الدين,"",
2187,وانغ,تشول,كو,"","",
2188,وانغ,تونغ,"","","",
2189,وانغ,شيكونغ,"","","",
2190,واني,فاولو,آسي,"","",
2191,واوان,إرواني,أمين,"","",
2192,وجد,عمر,محمد أحمد,بابا,"",
2193,وداد,حسين,على,عمر الفاروق,"",
2194,وداد,صديق,عبد الوهاب,"","",
2195,وردة,عثمان,عبد الله,عثمان,"",
2196,وصال,على,حسين,محمد الحسين,"",
2197,وطاس,محمد,"","","",
2198,وفاء,فوزي,العماطوري,"","",
2199,وفاء,ناصر,على,"","",
2200,وليد,الحاج,عباس,دياب,"",
2201,ون,بيشا,"","","",
2202,وي,تشي,رونغ,"","",
2203,ويدراوغو,سيد,محمود,"","",
2204,ويندي,موريزا,بريتانتورو,"","",
2205,ياسر,سعد,عبد الرضي,الحاج,"",
2206,ياسر,محمد,الضاوي,محمد,"",
2207,يانغ,تين,نشيوان,"","",
2208,يانغ,مين,يوه,"","",
2209,يانغ,يان,هونغ,رشدي,"",
2210,يثمر الدين,برداشة,"","","",
2211,يحى,غوتي,يهوذا,"","",
2212,يحي,أبكر,حسن,"","",
2213,يحي,سوكريادي,"","","",
2214,يحيى,عبد الرحمن,آدم,"","",
2215,يحيى,لنتوا,عبد الحميد,"","",
2216,يحيى,محمد,يحيى,أبكر,"",
2217,يحيي,إبراهيم,جباي,"","",
2218,يحيي,إدريس,محمد,مفضل,"",
2219,يحيي,بونو,حسن,"","",
2220,يحيي,مجذوب,جلال الدين,"","",
2221,يحيي,نايف,خليل,اللحام,"",
2222,يسن,محمد,يسن,محمد,"",
2223,يعقوب,بلال,الزاكي,ماكن,"",
2224,يعقوب,عبد الرحمن,محمد,"","",
2225,يعقوب,عبد القادر,"","","",
2226,يعقوب,عبد الله,شريف,"","",
2227,يعقوب,مقبل,الخطاب,"","",
2228,يمن,محمد,عبد القادر,أحمد,"",
2229,يوسف,أحمد,سيبت,"","",
2230,يوسف,أحمد,مبابا,"","",
2231,يوسف,أحمد,هراب,"","",
2232,يوسف,آدم,حسن,"","",
2233,يوسف,الأمين,أحمد,"","",
2234,يوسف,الطيب,إبراهيم,الزين,"",
2235,يوسف,بريمة,الغائب,راشد,"",
2236,يوسف,حاج,حسن,"","",
2237,يوسف,دهب,محمد,"","",
2238,يوسف,سليمان,الطاهر,"","",
2239,يوسف,صالح,إدريس,"","",
2240,يوسف,صالح,زين الزمان,"","",
2241,يوسف,عبد الرحمن,عبد الله,كودي,"",
2242,يوسف,عبد الله,محمد,عبد الكريم,"",
2243,يوسف,علي,طنطاوي,"","",
2244,يوسف,محمد,علي,الناير,"",
2245,يوسف,محمد,فتح الرحمن,"","",
2246,يوسف,معلم,إسحاق,حسن,"",
2247,يوسف,موسي,علي,إدريس,"",
2248,يوسف,هادي,عطية,"","",
2249,يوسف,يحيى,"","","",
2250,يوسيكا,سومنطو,"","","",
2251,يونس,لبيدو,"","","",
2252,يوني,مارليوسي,"","","",
